crime_code,crime_type,occurred_at,latitude,longitude,address,description,police_station,is_accident,is_women_related,severity
NDPS-21,NDPS-DrugPossession,2025-08-07T11:03:00,17.435447,78.446111,"Sector 31, Zone 8","Base dataset FIR #114: NDPS-DrugPossession recorded near patrol zone served by Mylapore PS. Generated for analytics, upload, and demo seeding.",Mylapore PS,False,False,4
420,IPC-Fraud,2025-11-05T05:33:00,13.056249,80.232013,"Sector 40, Zone 9","Base dataset FIR #115: IPC-Fraud recorded near patrol zone served by Tambaram PS. Generated for analytics, upload, and demo seeding.",Tambaram PS,False,False,3
307,IPC-AttemptToMurder,2025-09-07T01:11:00,12.930899,77.666172,"Sector 7, Zone 9","Base dataset FIR #116: IPC-AttemptToMurder recorded near patrol zone served by Mylapore PS. Generated for analytics, upload, and demo seeding.",Mylapore PS,False,False,4
NDPS-21,NDPS-DrugPossession,2025-08-09T22:00:00,12.933957,77.629706,"Sector 44, Zone 4","Base dataset FIR #117: NDPS-DrugPossession recorded near patrol zone served by Adyar PS. Generated for analytics, upload, and demo seeding.",Adyar PS,False,False,4
MV-184,Accident-RashDriving,2026-01-24T08:30:00,13.033475,80.283556,"Sector 39, Zone 5","Base dataset FIR #118: Accident-RashDriving recorded near patrol zone served by Velachery PS. Generated for analytics, upload, and demo seeding.",Velachery PS,True,False,3
307,IPC-AttemptToMurder,2026-04-02T12:57:00,13.04862,80.238912,"Sector 2, Zone 2","Base dataset FIR #119: IPC-AttemptToMurder recorded near patrol zone served by Adyar PS. Generated for analytics, upload, and demo seeding.",Adyar PS,False,False,4
379,IPC-Theft,2026-01-16T23:15:00,12.926481,77.621901,"Sector 13, Zone 11","Base dataset FIR #120: IPC-Theft recorded near patrol zone served by Mylapore PS. Generated for analytics, upload, and demo seeding.",Mylapore PS,False,False,2
NDPS-21,NDPS-DrugPossession,2025-08-01T08:02:00,17.446556,78.432898,"Sector 47, Zone 1","Base dataset FIR #121: NDPS-DrugPossession recorded near patrol zone served by Mylapore PS. Generated for analytics, upload, and demo seeding.",Mylapore PS,False,True,4
420,IPC-Fraud,2025-07-30T11:01:00,12.924231,77.622303,"Sector 2, Zone 7","Base dataset FIR #122: IPC-Fraud recorded near patrol zone served by Adyar PS. Generated for analytics, upload, and demo seeding.",Adyar PS,False,False,3
MV-184,Accident-RashDriving,2026-02-06T23:34:00,17.432086,78.436517,"Sector 25, Zone 8","Base dataset FIR #123: Accident-RashDriving recorded near patrol zone served by Velachery PS. Generated for analytics, upload, and demo seeding.",Velachery PS,True,False,3
307,IPC-AttemptToMurder,2026-03-27T13:59:00,13.045744,77.609884,"Sector 32, Zone 12","Base dataset FIR #124: IPC-AttemptToMurder recorded near patrol zone served by T. Nagar PS. Generated for analytics, upload, and demo seeding.",T. Nagar PS,False,False,4
323,IPC-Assault,2025-07-03T02:35:00,13.051675,80.230424,"Sector 34, Zone 6","Base dataset FIR #125: IPC-Assault recorded near patrol zone served by Adyar PS. Generated for analytics, upload, and demo seeding.",Adyar PS,False,False,2
379,IPC-Theft,2026-01-09T06:53:00,17.397597,78.48432,"Sector 47, Zone 5","Base dataset FIR #126: IPC-Theft recorded near patrol zone served by Anna Nagar PS. Generated for analytics, upload, and demo seeding.",Anna Nagar PS,False,False,2
379,IPC-Theft,2025-05-02T05:13:00,17.436308,78.440863,"Sector 18, Zone 2","Base dataset FIR #127: IPC-Theft recorded near patrol zone served by Anna Nagar PS. Generated for analytics, upload, and demo seeding.",Anna Nagar PS,False,False,2
323,IPC-Assault,2025-09-30T08:57:00,13.04216,80.252934,"Sector 20, Zone 7","Base dataset FIR #128: IPC-Assault recorded near patrol zone served by Adyar PS. Generated for analytics, upload, and demo seeding.",Adyar PS,False,True,2
NDPS-21,NDPS-DrugPossession,2025-06-02T12:26:00,13.048445,80.234975,"Sector 15, Zone 5","Base dataset FIR #129: NDPS-DrugPossession recorded near patrol zone served by Adyar PS. Generated for analytics, upload, and demo seeding.",Adyar PS,False,False,4
NDPS-27,NDPS-DrugConsumption,2025-07-09T01:52:00,13.079161,80.333514,"Sector 32, Zone 12","Base dataset FIR #130: NDPS-DrugConsumption recorded near patrol zone served by Velachery PS. Generated for analytics, upload, and demo seeding.",Velachery PS,False,False,3
379,IPC-Theft,2025-04-25T22:35:00,13.064098,80.246388,"Sector 22, Zone 3","Base dataset FIR #131: IPC-Theft recorded near patrol zone served by Mylapore PS. Generated for analytics, upload, and demo seeding.",Mylapore PS,False,False,2
307,IPC-AttemptToMurder,2026-01-05T23:46:00,17.442983,78.435091,"Sector 44, Zone 10","Base dataset FIR #132: IPC-AttemptToMurder recorded near patrol zone served by T. Nagar PS. Generated for analytics, upload, and demo seeding.",T. Nagar PS,False,False,4
379,IPC-Theft,2025-05-15T15:40:00,17.431471,78.494371,"Sector 6, Zone 7","Base dataset FIR #133: IPC-Theft recorded near patrol zone served by T. Nagar PS. Generated for analytics, upload, and demo seeding.",T. Nagar PS,False,False,2
379,IPC-Theft,2025-12-26T09:14:00,12.940642,77.544421,"Sector 3, Zone 3","Base dataset FIR #134: IPC-Theft recorded near patrol zone served by T. Nagar PS. Generated for analytics, upload, and demo seeding.",T. Nagar PS,False,False,2
379,IPC-Theft,2026-02-25T20:02:00,17.388831,78.487231,"Sector 6, Zone 10","Base dataset FIR #135: IPC-Theft recorded near patrol zone served by T. Nagar PS. Generated for analytics, upload, and demo seeding.",T. Nagar PS,False,False,2
323,IPC-Assault,2025-07-09T12:28:00,12.947899,77.609907,"Sector 27, Zone 3","Base dataset FIR #136: IPC-Assault recorded near patrol zone served by Adyar PS. Generated for analytics, upload, and demo seeding.",Adyar PS,False,False,2
420,IPC-Fraud,2025-10-03T16:44:00,13.058999,80.225227,"Sector 2, Zone 2","Base dataset FIR #137: IPC-Fraud recorded near patrol zone served by Mylapore PS. Generated for analytics, upload, and demo seeding.",Mylapore PS,False,False,3
420,IPC-Fraud,2025-06-28T09:51:00,17.377617,78.532166,"Sector 45, Zone 11","Base dataset FIR #138: IPC-Fraud recorded near patrol zone served by Velachery PS. Generated for analytics, upload, and demo seeding.",Velachery PS,False,False,3
420,IPC-Fraud,2026-02-21T21:02:00,12.924486,77.623616,"Sector 26, Zone 1","Base dataset FIR #139: IPC-Fraud recorded near patrol zone served by Tambaram PS. Generated for analytics, upload, and demo seeding.",Tambaram PS,False,False,3
MV-184,Accident-RashDriving,2025-10-15T15:43:00,17.442461,78.5027,"Sector 46, Zone 7","Base dataset FIR #140: Accident-RashDriving recorded near patrol zone served by Anna Nagar PS. Generated for analytics, upload, and demo seeding.",Anna Nagar PS,True,False,3
MV-184,Accident-RashDriving,2026-03-28T00:24:00,12.926581,77.627079,"Sector 19, Zone 8","Base dataset FIR #141: Accident-RashDriving recorded near patrol zone served by T. Nagar PS. Generated for analytics, upload, and demo seeding.",T. Nagar PS,True,False,3
NDPS-21,NDPS-DrugPossession,2026-02-01T10:05:00,12.948035,77.641021,"Sector 14, Zone 12","Base dataset FIR #142: NDPS-DrugPossession recorded near patrol zone served by T. Nagar PS. Generated for analytics, upload, and demo seeding.",T. Nagar PS,False,False,4
379,IPC-Theft,2025-08-08T01:34:00,17.372219,78.516167,"Sector 5, Zone 4","Base dataset FIR #143: IPC-Theft recorded near patrol zone served by T. Nagar PS. Generated for analytics, upload, and demo seeding.",T. Nagar PS,False,False,2
MV-184,Accident-RashDriving,2025-11-13T07:53:00,12.934488,77.638834,"Sector 22, Zone 7","Base dataset FIR #144: Accident-RashDriving recorded near patrol zone served by Anna Nagar PS. Generated for analytics, upload, and demo seeding.",Anna Nagar PS,True,False,3
MV-184,Accident-RashDriving,2025-06-24T02:54:00,13.045339,80.260266,"Sector 11, Zone 2","Base dataset FIR #145: Accident-RashDriving recorded near patrol zone served by T. Nagar PS. Generated for analytics, upload, and demo seeding.",T. Nagar PS,True,False,3
420,IPC-Fraud,2026-03-10T01:25:00,13.040936,80.230255,"Sector 34, Zone 9","Base dataset FIR #146: IPC-Fraud recorded near patrol zone served by Tambaram PS. Generated for analytics, upload, and demo seeding.",Tambaram PS,False,False,3
323,IPC-Assault,2025-10-09T18:17:00,13.063105,80.322634,"Sector 30, Zone 5","Base dataset FIR #147: IPC-Assault recorded near patrol zone served by Adyar PS. Generated for analytics, upload, and demo seeding.",Adyar PS,False,False,2
420,IPC-Fraud,2025-04-28T17:20:00,17.421283,78.433362,"Sector 47, Zone 4","Base dataset FIR #148: IPC-Fraud recorded near patrol zone served by Tambaram PS. Generated for analytics, upload, and demo seeding.",Tambaram PS,False,False,3
420,IPC-Fraud,2026-03-01T02:51:00,17.452434,78.457128,"Sector 10, Zone 11","Base dataset FIR #149: IPC-Fraud recorded near patrol zone served by Mylapore PS. Generated for analytics, upload, and demo seeding.",Mylapore PS,False,False,3
302,IPC-Murder,2026-02-05T20:40:00,13.066964,80.254614,"Sector 14, Zone 1","Base dataset FIR #150: IPC-Murder recorded near patrol zone served by T. Nagar PS. Generated for analytics, upload, and demo seeding.",T. Nagar PS,False,False,5
379,IPC-Theft,2025-04-21T17:31:00,13.015935,80.226483,"Sector 32, Zone 6","Base dataset FIR #151: IPC-Theft recorded near patrol zone served by Anna Nagar PS. Generated for analytics, upload, and demo seeding.",Anna Nagar PS,False,False,2
323,IPC-Assault,2026-01-12T08:27:00,17.329461,78.464107,"Sector 24, Zone 5","Base dataset FIR #152: IPC-Assault recorded near patrol zone served by Mylapore PS. Generated for analytics, upload, and demo seeding.",Mylapore PS,False,False,2
302,IPC-Murder,2025-12-24T05:26:00,12.949346,77.632275,"Sector 22, Zone 4","Base dataset FIR #153: IPC-Murder recorded near patrol zone served by Mylapore PS. Generated for analytics, upload, and demo seeding.",Mylapore PS,False,False,5
420,IPC-Fraud,2026-02-18T19:53:00,12.93212,77.611038,"Sector 39, Zone 3","Base dataset FIR #154: IPC-Fraud recorded near patrol zone served by Tambaram PS. Generated for analytics, upload, and demo seeding.",Tambaram PS,False,False,3
420,IPC-Fraud,2025-09-26T22:03:00,13.038456,77.600456,"Sector 13, Zone 7","Base dataset FIR #155: IPC-Fraud recorded near patrol zone served by Anna Nagar PS. Generated for analytics, upload, and demo seeding.",Anna Nagar PS,False,False,3
NDPS-21,NDPS-DrugPossession,2026-03-02T07:38:00,12.946545,77.634092,"Sector 34, Zone 10","Base dataset FIR #156: NDPS-DrugPossession recorded near patrol zone served by Adyar PS. Generated for analytics, upload, and demo seeding.",Adyar PS,False,False,4
ARMS-25,ArmsAct-IllegalWeapon,2026-01-15T20:24:00,17.434994,78.441735,"Sector 5, Zone 5","Base dataset FIR #157: ArmsAct-IllegalWeapon recorded near patrol zone served by Tambaram PS. Generated for analytics, upload, and demo seeding.",Tambaram PS,False,False,4
323,IPC-Assault,2025-12-26T21:38:00,12.918874,77.614297,"Sector 38, Zone 11","Base dataset FIR #158: IPC-Assault recorded near patrol zone served by Mylapore PS. Generated for analytics, upload, and demo seeding.",Mylapore PS,False,False,2
323,IPC-Assault,2025-09-04T04:43:00,12.973262,77.626469,"Sector 3, Zone 7","Base dataset FIR #159: IPC-Assault recorded near patrol zone served by Tambaram PS. Generated for analytics, upload, and demo seeding.",Tambaram PS,False,False,2
420,IPC-Fraud,2026-03-10T20:54:00,17.440093,78.432405,"Sector 36, Zone 6","Base dataset FIR #160: IPC-Fraud recorded near patrol zone served by Tambaram PS. Generated for analytics, upload, and demo seeding.",Tambaram PS,False,False,3
420,IPC-Fraud,2025-10-16T19:14:00,12.937902,77.635966,"Sector 7, Zone 12","Base dataset FIR #161: IPC-Fraud recorded near patrol zone served by Anna Nagar PS. Generated for analytics, upload, and demo seeding.",Anna Nagar PS,False,False,3
ARMS-25,ArmsAct-IllegalWeapon,2025-11-22T01:05:00,13.053343,80.245944,"Sector 37, Zone 6","Base dataset FIR #162: ArmsAct-IllegalWeapon recorded near patrol zone served by T. Nagar PS. Generated for analytics, upload, and demo seeding.",T. Nagar PS,False,False,4
ARMS-25,ArmsAct-IllegalWeapon,2025-10-26T08:14:00,17.429542,78.461055,"Sector 28, Zone 2","Base dataset FIR #163: ArmsAct-IllegalWeapon recorded near patrol zone served by Tambaram PS. Generated for analytics, upload, and demo seeding.",Tambaram PS,False,False,4
420,IPC-Fraud,2025-06-21T17:29:00,17.428349,78.457092,"Sector 33, Zone 3","Base dataset FIR #164: IPC-Fraud recorded near patrol zone served by Velachery PS. Generated for analytics, upload, and demo seeding.",Velachery PS,False,True,3
420,IPC-Fraud,2025-07-23T01:53:00,13.138836,80.251474,"Sector 35, Zone 1","Base dataset FIR #165: IPC-Fraud recorded near patrol zone served by Velachery PS. Generated for analytics, upload, and demo seeding.",Velachery PS,False,False,3
420,IPC-Fraud,2025-08-18T03:44:00,13.042817,80.250384,"Sector 28, Zone 5","Base dataset FIR #166: IPC-Fraud recorded near patrol zone served by Tambaram PS. Generated for analytics, upload, and demo seeding.",Tambaram PS,False,False,3
MV-184,Accident-RashDriving,2025-11-26T22:57:00,13.056828,80.253433,"Sector 39, Zone 1","Base dataset FIR #167: Accident-RashDriving recorded near patrol zone served by Tambaram PS. Generated for analytics, upload, and demo seeding.",Tambaram PS,True,False,3
420,IPC-Fraud,2025-04-11T15:33:00,17.344718,78.432193,"Sector 15, Zone 11","Base dataset FIR #168: IPC-Fraud recorded near patrol zone served by Adyar PS. Generated for analytics, upload, and demo seeding.",Adyar PS,False,False,3
379,IPC-Theft,2026-01-10T00:53:00,17.329812,78.520419,"Sector 38, Zone 7","Base dataset FIR #169: IPC-Theft recorded near patrol zone served by Adyar PS. Generated for analytics, upload, and demo seeding.",Adyar PS,False,False,2
NDPS-21,NDPS-DrugPossession,2025-09-26T17:13:00,12.90422,77.633109,"Sector 45, Zone 2","Base dataset FIR #170: NDPS-DrugPossession recorded near patrol zone served by T. Nagar PS. Generated for analytics, upload, and demo seeding.",T. Nagar PS,False,False,4
323,IPC-Assault,2026-01-17T22:17:00,13.042022,80.257854,"Sector 4, Zone 3","Base dataset FIR #171: IPC-Assault recorded near patrol zone served by Adyar PS. Generated for analytics, upload, and demo seeding.",Adyar PS,False,False,2
379,IPC-Theft,2026-03-08T23:29:00,17.437871,78.43311,"Sector 40, Zone 12","Base dataset FIR #172: IPC-Theft recorded near patrol zone served by Mylapore PS. Generated for analytics, upload, and demo seeding.",Mylapore PS,False,False,2
MV-184,Accident-RashDriving,2025-12-06T21:43:00,13.053596,80.233468,"Sector 42, Zone 12","Base dataset FIR #173: Accident-RashDriving recorded near patrol zone served by T. Nagar PS. Generated for analytics, upload, and demo seeding.",T. Nagar PS,True,False,3
420,IPC-Fraud,2026-01-05T09:28:00,12.928127,77.629875,"Sector 35, Zone 6","Base dataset FIR #174: IPC-Fraud recorded near patrol zone served by Tambaram PS. Generated for analytics, upload, and demo seeding.",Tambaram PS,False,False,3
420,IPC-Fraud,2026-03-02T04:27:00,12.899637,77.580803,"Sector 21, Zone 7","Base dataset FIR #175: IPC-Fraud recorded near patrol zone served by Adyar PS. Generated for analytics, upload, and demo seeding.",Adyar PS,False,False,3
379,IPC-Theft,2025-04-29T19:24:00,17.458477,78.518694,"Sector 2, Zone 1","Base dataset FIR #176: IPC-Theft recorded near patrol zone served by Velachery PS. Generated for analytics, upload, and demo seeding.",Velachery PS,False,False,2
323,IPC-Assault,2025-07-02T20:58:00,13.005591,77.591767,"Sector 18, Zone 4","Base dataset FIR #177: IPC-Assault recorded near patrol zone served by T. Nagar PS. Generated for analytics, upload, and demo seeding.",T. Nagar PS,False,False,2
379,IPC-Theft,2025-11-23T07:45:00,17.442848,78.458315,"Sector 33, Zone 11","Base dataset FIR #178: IPC-Theft recorded near patrol zone served by T. Nagar PS. Generated for analytics, upload, and demo seeding.",T. Nagar PS,False,False,2
NDPS-21,NDPS-DrugPossession,2026-01-06T23:34:00,13.049648,80.226688,"Sector 7, Zone 5","Base dataset FIR #179: NDPS-DrugPossession recorded near patrol zone served by Velachery PS. Generated for analytics, upload, and demo seeding.",Velachery PS,False,False,4
ARMS-25,ArmsAct-IllegalWeapon,2026-01-12T10:59:00,17.432177,78.442436,"Sector 32, Zone 5","Base dataset FIR #180: ArmsAct-IllegalWeapon recorded near patrol zone served by Anna Nagar PS. Generated for analytics, upload, and demo seeding.",Anna Nagar PS,False,False,4
ARMS-25,ArmsAct-IllegalWeapon,2026-01-18T20:49:00,17.451359,78.457958,"Sector 10, Zone 10","Base dataset FIR #181: ArmsAct-IllegalWeapon recorded near patrol zone served by Tambaram PS. Generated for analytics, upload, and demo seeding.",Tambaram PS,False,False,4
376,IPC-SexualOffence,2026-01-18T06:28:00,12.94924,77.632433,"Sector 46, Zone 4","Base dataset FIR #182: IPC-SexualOffence recorded near patrol zone served by Adyar PS. Generated for analytics, upload, and demo seeding.",Adyar PS,False,True,5
323,IPC-Assault,2026-01-30T16:39:00,12.990964,77.541015,"Sector 30, Zone 5","Base dataset FIR #183: IPC-Assault recorded near patrol zone served by Tambaram PS. Generated for analytics, upload, and demo seeding.",Tambaram PS,False,False,2
379,IPC-Theft,2026-01-10T19:47:00,12.918645,77.629457,"Sector 36, Zone 2","Base dataset FIR #184: IPC-Theft recorded near patrol zone served by Anna Nagar PS. Generated for analytics, upload, and demo seeding.",Anna Nagar PS,False,False,2
ARMS-25,ArmsAct-IllegalWeapon,2025-07-28T08:47:00,13.01258,80.324571,"Sector 2, Zone 3","Base dataset FIR #185: ArmsAct-IllegalWeapon recorded near patrol zone served by T. Nagar PS. Generated for analytics, upload, and demo seeding.",T. Nagar PS,False,False,4
379,IPC-Theft,2025-11-26T05:33:00,17.424597,78.430674,"Sector 23, Zone 8","Base dataset FIR #186: IPC-Theft recorded near patrol zone served by Velachery PS. Generated for analytics, upload, and demo seeding.",Velachery PS,False,False,2
379,IPC-Theft,2025-12-04T10:05:00,17.45023,78.443433,"Sector 3, Zone 4","Base dataset FIR #187: IPC-Theft recorded near patrol zone served by Anna Nagar PS. Generated for analytics, upload, and demo seeding.",Anna Nagar PS,False,False,2
323,IPC-Assault,2026-01-20T16:05:00,17.443013,78.433451,"Sector 49, Zone 10","Base dataset FIR #188: IPC-Assault recorded near patrol zone served by Mylapore PS. Generated for analytics, upload, and demo seeding.",Mylapore PS,False,False,2
420,IPC-Fraud,2025-05-21T08:44:00,17.42098,78.436538,"Sector 41, Zone 2","Base dataset FIR #189: IPC-Fraud recorded near patrol zone served by Anna Nagar PS. Generated for analytics, upload, and demo seeding.",Anna Nagar PS,False,False,3
MV-184,Accident-RashDriving,2026-03-28T04:04:00,12.985923,77.546567,"Sector 33, Zone 9","Base dataset FIR #190: Accident-RashDriving recorded near patrol zone served by Velachery PS. Generated for analytics, upload, and demo seeding.",Velachery PS,True,False,3
379,IPC-Theft,2025-11-16T09:45:00,13.067392,80.241292,"Sector 7, Zone 5","Base dataset FIR #191: IPC-Theft recorded near patrol zone served by Anna Nagar PS. Generated for analytics, upload, and demo seeding.",Anna Nagar PS,False,False,2
323,IPC-Assault,2026-02-02T13:10:00,13.050221,80.226085,"Sector 1, Zone 1","Base dataset FIR #192: IPC-Assault recorded near patrol zone served by Tambaram PS. Generated for analytics, upload, and demo seeding.",Tambaram PS,False,False,2
NDPS-21,NDPS-DrugPossession,2025-10-22T00:20:00,13.011958,77.582959,"Sector 20, Zone 5","Base dataset FIR #193: NDPS-DrugPossession recorded near patrol zone served by Mylapore PS. Generated for analytics, upload, and demo seeding.",Mylapore PS,False,False,4
MV-184,Accident-RashDriving,2025-05-13T15:25:00,13.045443,80.257364,"Sector 21, Zone 10","Base dataset FIR #194: Accident-RashDriving recorded near patrol zone served by Adyar PS. Generated for analytics, upload, and demo seeding.",Adyar PS,True,False,3
379,IPC-Theft,2025-12-04T00:22:00,13.061301,80.339956,"Sector 47, Zone 4","Base dataset FIR #195: IPC-Theft recorded near patrol zone served by Adyar PS. Generated for analytics, upload, and demo seeding.",Adyar PS,False,False,2
379,IPC-Theft,2026-01-11T14:48:00,13.046108,80.234718,"Sector 9, Zone 3","Base dataset FIR #196: IPC-Theft recorded near patrol zone served by Tambaram PS. Generated for analytics, upload, and demo seeding.",Tambaram PS,False,False,2
NDPS-27,NDPS-DrugConsumption,2025-06-22T21:37:00,13.137707,80.343444,"Sector 46, Zone 6","Base dataset FIR #197: NDPS-DrugConsumption recorded near patrol zone served by Mylapore PS. Generated for analytics, upload, and demo seeding.",Mylapore PS,False,False,3
379,IPC-Theft,2025-06-05T06:08:00,13.153082,80.249915,"Sector 24, Zone 1","Base dataset FIR #198: IPC-Theft recorded near patrol zone served by T. Nagar PS. Generated for analytics, upload, and demo seeding.",T. Nagar PS,False,False,2
376,IPC-SexualOffence,2026-01-16T23:51:00,12.951295,77.634433,"Sector 30, Zone 5","Base dataset FIR #199: IPC-SexualOffence recorded near patrol zone served by Tambaram PS. Generated for analytics, upload, and demo seeding.",Tambaram PS,False,True,5
379,IPC-Theft,2025-06-12T04:50:00,17.317666,78.439853,"Sector 27, Zone 1","Base dataset FIR #200: IPC-Theft recorded near patrol zone served by Anna Nagar PS. Generated for analytics, upload, and demo seeding.",Anna Nagar PS,False,False,2
NDPS-21,NDPS-DrugPossession,2025-06-02T07:34:00,13.049306,80.248426,"Sector 45, Zone 2","Base dataset FIR #201: NDPS-DrugPossession recorded near patrol zone served by T. Nagar PS. Generated for analytics, upload, and demo seeding.",T. Nagar PS,False,False,4
NDPS-21,NDPS-DrugPossession,2025-05-17T06:34:00,12.988247,77.604543,"Sector 33, Zone 12","Base dataset FIR #202: NDPS-DrugPossession recorded near patrol zone served by Adyar PS. Generated for analytics, upload, and demo seeding.",Adyar PS,False,False,4
420,IPC-Fraud,2026-03-25T07:58:00,13.066588,80.243454,"Sector 47, Zone 11","Base dataset FIR #203: IPC-Fraud recorded near patrol zone served by Mylapore PS. Generated for analytics, upload, and demo seeding.",Mylapore PS,False,False,3
MV-184,Accident-RashDriving,2026-01-05T17:54:00,17.429625,78.487731,"Sector 11, Zone 1","Base dataset FIR #204: Accident-RashDriving recorded near patrol zone served by Tambaram PS. Generated for analytics, upload, and demo seeding.",Tambaram PS,True,False,3
MV-184,Accident-RashDriving,2026-02-25T08:29:00,17.420613,78.415666,"Sector 49, Zone 7","Base dataset FIR #205: Accident-RashDriving recorded near patrol zone served by Anna Nagar PS. Generated for analytics, upload, and demo seeding.",Anna Nagar PS,True,False,3
379,IPC-Theft,2026-02-12T03:41:00,17.389323,78.464615,"Sector 21, Zone 4","Base dataset FIR #206: IPC-Theft recorded near patrol zone served by Velachery PS. Generated for analytics, upload, and demo seeding.",Velachery PS,False,False,2
NDPS-21,NDPS-DrugPossession,2025-05-18T14:46:00,12.991279,77.553987,"Sector 31, Zone 7","Base dataset FIR #207: NDPS-DrugPossession recorded near patrol zone served by Mylapore PS. Generated for analytics, upload, and demo seeding.",Mylapore PS,False,False,4
420,IPC-Fraud,2025-05-24T22:01:00,13.130732,80.216439,"Sector 20, Zone 1","Base dataset FIR #208: IPC-Fraud recorded near patrol zone served by Tambaram PS. Generated for analytics, upload, and demo seeding.",Tambaram PS,False,False,3
MV-184,Accident-RashDriving,2026-01-07T17:09:00,12.928235,77.613494,"Sector 50, Zone 4","Base dataset FIR #209: Accident-RashDriving recorded near patrol zone served by Anna Nagar PS. Generated for analytics, upload, and demo seeding.",Anna Nagar PS,True,False,3
ARMS-25,ArmsAct-IllegalWeapon,2026-03-14T19:24:00,17.446985,78.455178,"Sector 42, Zone 3","Base dataset FIR #210: ArmsAct-IllegalWeapon recorded near patrol zone served by Velachery PS. Generated for analytics, upload, and demo seeding.",Velachery PS,False,False,4
NDPS-27,NDPS-DrugConsumption,2025-06-23T02:52:00,12.946789,77.620715,"Sector 27, Zone 5","Base dataset FIR #211: NDPS-DrugConsumption recorded near patrol zone served by T. Nagar PS. Generated for analytics, upload, and demo seeding.",T. Nagar PS,False,False,3
323,IPC-Assault,2025-12-10T22:49:00,13.060006,80.231845,"Sector 4, Zone 8","Base dataset FIR #212: IPC-Assault recorded near patrol zone served by Adyar PS. Generated for analytics, upload, and demo seeding.",Adyar PS,False,True,2
NDPS-27,NDPS-DrugConsumption,2026-01-02T01:19:00,12.920073,77.623375,"Sector 16, Zone 8","Base dataset FIR #213: NDPS-DrugConsumption recorded near patrol zone served by Adyar PS. Generated for analytics, upload, and demo seeding.",Adyar PS,False,True,3
MV-184,Accident-RashDriving,2025-04-13T17:55:00,17.429405,78.451066,"Sector 23, Zone 6","Base dataset FIR #214: Accident-RashDriving recorded near patrol zone served by Tambaram PS. Generated for analytics, upload, and demo seeding.",Tambaram PS,True,False,3
379,IPC-Theft,2025-05-27T08:41:00,17.430509,78.50966,"Sector 40, Zone 1","Base dataset FIR #215: IPC-Theft recorded near patrol zone served by T. Nagar PS. Generated for analytics, upload, and demo seeding.",T. Nagar PS,False,False,2
323,IPC-Assault,2025-07-04T22:20:00,17.4365,78.445346,"Sector 2, Zone 5","Base dataset FIR #216: IPC-Assault recorded near patrol zone served by Tambaram PS. Generated for analytics, upload, and demo seeding.",Tambaram PS,False,False,2
ARMS-25,ArmsAct-IllegalWeapon,2026-01-17T15:46:00,17.442536,78.435513,"Sector 41, Zone 1","Base dataset FIR #217: ArmsAct-IllegalWeapon recorded near patrol zone served by Adyar PS. Generated for analytics, upload, and demo seeding.",Adyar PS,False,False,4
420,IPC-Fraud,2025-12-24T00:07:00,13.053687,80.259286,"Sector 32, Zone 2","Base dataset FIR #218: IPC-Fraud recorded near patrol zone served by Tambaram PS. Generated for analytics, upload, and demo seeding.",Tambaram PS,False,False,3
NDPS-27,NDPS-DrugConsumption,2026-03-17T08:25:00,12.949096,77.623516,"Sector 33, Zone 9","Base dataset FIR #219: NDPS-DrugConsumption recorded near patrol zone served by Tambaram PS. Generated for analytics, upload, and demo seeding.",Tambaram PS,False,False,3
420,IPC-Fraud,2025-06-01T06:43:00,13.055214,80.229794,"Sector 20, Zone 2","Base dataset FIR #220: IPC-Fraud recorded near patrol zone served by Velachery PS. Generated for analytics, upload, and demo seeding.",Velachery PS,False,False,3
MV-184,Accident-RashDriving,2025-07-14T10:05:00,12.937669,77.640659,"Sector 14, Zone 11","Base dataset FIR #221: Accident-RashDriving recorded near patrol zone served by Anna Nagar PS. Generated for analytics, upload, and demo seeding.",Anna Nagar PS,True,False,3
ARMS-25,ArmsAct-IllegalWeapon,2025-06-15T16:27:00,17.444313,78.464202,"Sector 26, Zone 8","Base dataset FIR #222: ArmsAct-IllegalWeapon recorded near patrol zone served by Anna Nagar PS. Generated for analytics, upload, and demo seeding.",Anna Nagar PS,False,False,4
NDPS-27,NDPS-DrugConsumption,2026-03-27T06:59:00,13.072817,80.251576,"Sector 47, Zone 9","Base dataset FIR #223: NDPS-DrugConsumption recorded near patrol zone served by Velachery PS. Generated for analytics, upload, and demo seeding.",Velachery PS,False,False,3
323,IPC-Assault,2025-06-15T07:13:00,13.049946,80.245325,"Sector 50, Zone 6","Base dataset FIR #224: IPC-Assault recorded near patrol zone served by Adyar PS. Generated for analytics, upload, and demo seeding.",Adyar PS,False,False,2
323,IPC-Assault,2026-01-16T22:52:00,13.021372,77.549706,"Sector 2, Zone 3","Base dataset FIR #225: IPC-Assault recorded near patrol zone served by Tambaram PS. Generated for analytics, upload, and demo seeding.",Tambaram PS,False,False,2
NDPS-27,NDPS-DrugConsumption,2025-04-08T11:25:00,17.453427,78.459498,"Sector 50, Zone 11","Base dataset FIR #226: NDPS-DrugConsumption recorded near patrol zone served by Anna Nagar PS. Generated for analytics, upload, and demo seeding.",Anna Nagar PS,False,False,3
420,IPC-Fraud,2025-05-15T11:20:00,12.93795,77.632638,"Sector 13, Zone 2","Base dataset FIR #227: IPC-Fraud recorded near patrol zone served by Anna Nagar PS. Generated for analytics, upload, and demo seeding.",Anna Nagar PS,False,False,3
